id,home_team_win
0,True
1,True
2,True
3,False
4,False
5,False
6,False
7,True
8,False
9,True
10,False
11,False
12,True
13,False
14,True
15,False
16,True
17,True
18,True
19,False
20,False
21,False
22,True
23,True
24,False
25,False
26,False
27,True
28,False
29,True
30,True
31,False
32,True
33,True
34,True
35,True
36,False
37,True
38,True
39,False
40,True
41,True
42,False
43,True
44,True
45,False
46,False
47,True
48,True
49,False
50,True
51,True
52,False
53,False
54,True
55,True
56,False
57,True
58,True
59,False
60,True
61,True
62,False
63,False
64,True
65,True
66,True
67,True
68,False
69,False
70,False
71,False
72,True
73,True
74,False
75,False
76,True
77,False
78,False
79,True
80,True
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,True
89,True
90,False
91,False
92,True
93,False
94,False
95,False
96,False
97,False
98,True
99,True
100,False
101,True
102,False
103,True
104,False
105,False
106,True
107,False
108,False
109,False
110,True
111,True
112,True
113,True
114,False
115,False
116,False
117,False
118,True
119,False
120,True
121,True
122,False
123,False
124,False
125,True
126,True
127,True
128,False
129,False
130,False
131,False
132,False
133,True
134,True
135,False
136,True
137,False
138,True
139,False
140,False
141,True
142,True
143,True
144,True
145,False
146,True
147,False
148,False
149,False
150,True
151,True
152,True
153,True
154,True
155,True
156,False
157,False
158,True
159,True
160,False
161,True
162,False
163,False
164,True
165,True
166,False
167,True
168,True
169,False
170,True
171,False
172,True
173,True
174,False
175,False
176,False
177,False
178,True
179,True
180,True
181,True
182,True
183,False
184,True
185,True
186,False
187,True
188,False
189,False
190,False
191,True
192,True
193,False
194,True
195,False
196,False
197,False
198,False
199,False
200,False
201,True
202,False
203,True
204,False
205,False
206,True
207,False
208,True
209,False
210,False
211,False
212,True
213,False
214,False
215,False
216,True
217,True
218,False
219,True
220,True
221,True
222,False
223,True
224,False
225,True
226,False
227,True
228,True
229,False
230,False
231,False
232,False
233,False
234,True
235,True
236,False
237,True
238,False
239,True
240,False
241,True
242,False
243,False
244,True
245,False
246,True
247,False
248,True
249,True
250,False
251,False
252,True
253,False
254,True
255,False
256,True
257,True
258,True
259,False
260,False
261,False
262,True
263,False
264,False
265,True
266,True
267,True
268,False
269,True
270,True
271,True
272,True
273,True
274,True
275,True
276,False
277,True
278,True
279,True
280,True
281,True
282,False
283,False
284,True
285,False
286,True
287,False
288,False
289,True
290,True
291,False
292,True
293,True
294,True
295,True
296,False
297,False
298,False
299,False
300,False
301,True
302,True
303,False
304,True
305,True
306,True
307,True
308,False
309,False
310,False
311,False
312,True
313,True
314,True
315,True
316,False
317,True
318,True
319,False
320,True
321,True
322,False
323,True
324,False
325,True
326,False
327,True
328,True
329,False
330,True
331,False
332,True
333,True
334,False
335,True
336,True
337,True
338,False
339,False
340,False
341,True
342,True
343,True
344,False
345,True
346,True
347,True
348,True
349,True
350,True
351,False
352,True
353,False
354,False
355,True
356,False
357,False
358,True
359,True
360,True
361,False
362,True
363,True
364,True
365,False
366,True
367,False
368,True
369,True
370,True
371,True
372,True
373,True
374,False
375,False
376,True
377,True
378,True
379,False
380,True
381,True
382,False
383,True
384,True
385,False
386,True
387,True
388,True
389,True
390,False
391,True
392,True
393,True
394,True
395,True
396,True
397,False
398,False
399,True
400,True
401,True
402,True
403,False
404,False
405,True
406,True
407,True
408,True
409,True
410,True
411,True
412,True
413,False
414,False
415,False
416,True
417,False
418,True
419,False
420,True
421,False
422,True
423,True
424,False
425,False
426,True
427,False
428,False
429,True
430,False
431,False
432,False
433,True
434,True
435,False
436,True
437,True
438,True
439,False
440,False
441,False
442,False
443,False
444,False
445,False
446,False
447,True
448,True
449,False
450,True
451,False
452,True
453,True
454,False
455,True
456,False
457,True
458,False
459,True
460,False
461,True
462,False
463,True
464,False
465,False
466,False
467,False
468,True
469,True
470,True
471,True
472,True
473,False
474,False
475,True
476,False
477,False
478,True
479,True
480,True
481,False
482,False
483,True
484,False
485,True
486,True
487,True
488,True
489,False
490,False
491,False
492,True
493,False
494,True
495,False
496,True
497,True
498,False
499,False
500,True
501,True
502,True
503,False
504,True
505,True
506,True
507,True
508,False
509,False
510,False
511,True
512,False
513,True
514,True
515,True
516,True
517,False
518,True
519,True
520,True
521,True
522,False
523,True
524,False
525,True
526,True
527,False
528,True
529,True
530,True
531,False
532,True
533,False
534,True
535,True
536,False
537,False
538,True
539,True
540,True
541,True
542,False
543,False
544,True
545,False
546,False
547,False
548,True
549,False
550,True
551,True
552,False
553,False
554,False
555,True
556,True
557,False
558,False
559,True
560,True
561,True
562,True
563,False
564,False
565,False
566,False
567,False
568,False
569,True
570,True
571,False
572,False
573,True
574,True
575,False
576,True
577,True
578,True
579,False
580,False
581,False
582,True
583,True
584,False
585,False
586,False
587,False
588,False
589,True
590,True
591,True
592,False
593,False
594,True
595,True
596,True
